,time_point,type_0.87,CRISPR,count_bac,count_phage,bac_presence,phage_presence,count_bac_normalized,count_phage_normalized
0,0,7,3,1.0,1.0,0,0,8.272557610091196e-08,2.842633972130987e-08
1,0,8,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
2,0,24,1,1.0,8900.0,0,1,8.272557610091196e-08,0.00025299442351965786
3,0,42,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
4,0,59,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
5,0,63,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
6,0,68,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
7,0,106,1,2.0,0.0,1,0,1.6545115220182393e-07,0.0
8,0,131,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
9,0,196,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
10,0,210,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
11,0,241,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
12,0,294,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
13,0,304,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
14,0,306,1,1.0,21.0,0,1,8.272557610091196e-08,5.969531341475073e-07
15,0,320,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
16,0,330,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
17,0,344,3,3.0,1.0,1,0,2.481767283027359e-07,2.842633972130987e-08
18,0,394,1,2.0,58651.0,1,1,1.6545115220182393e-07,0.0016672332509945452
19,0,400,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
20,0,474,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
21,0,484,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
22,0,484,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
23,0,485,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
24,0,496,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
25,0,522,3,1.0,0.0,0,0,8.272557610091196e-08,0.0
26,0,523,1,1.0,0.0,0,0,8.272557610091196e-08,0.0
